user_id ID,birth_year,gender,province,education_level,employment_status,avg_monthly_income,avg_income_category,avg_monthly_expense,avg_expense_category,financial_standing,main_fintech_app,ewallet_spending,investment_type,loan_usage_purpose,outstanding_loan,financial_anxiety_score,digital_time_spent_per_day
U0664,2006,Male,Jawa Tengah,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,< Rp500.000,,Usaha,13410897.0,3,12.0
U0551,2012,Female,Papua Barat Daya,Senior High School,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,13428171.0,5,10.1
U0241,2011,Female,Papua Tengah,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Reksadana,Pendidikan,13431037.0,3,6.0
U0552,2007,Female,Jawa Tengah,Junior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Konsumsi,13510965.0,1,9.4
U0384,2002,Female,Sumatera Selatan,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Saham,Gaya,13548272.0,5,4.7
U0258,2006,Female,Lampung,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp1.000.001 - Rp3.000.000,Emas,Konsumsi,13689902.0,5,5.7
U0007,2009,Male,Sumatera Selatan,Senior High School,Not Working,N/A,N/A,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,< Rp500.000,Reksadana,Pendidikan,13708324.0,1,2.8
U0316,2008,Female,Sulawesi Barat,Junior High School,Private Employee,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Dana,Rp500.001 - Rp1.000.000,Saham,Pendidikan,13762786.0,4,1.9
U0353,2005,Female,Nusa Tenggara Timur,Diploma I/II/III,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,None,Konsumsi,1377350.0,1,8.6
U0091,2012,Male,DKI Jakarta,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,GoPay,> Rp3.000.000,Emas,Konsumsi,13809699.0,4,7.1
U0085,2012,Male,Sumatera Utara,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Kripto,Usaha,13842899.0,2,8.4
U0833,2007,Male,Gorontalo,Junior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Usaha,13878624.0,4,8.5
U0803,2004,Female,Jawa Timur,Bachelor (S1)/Diploma IV,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Pendidikan,13913170.0,4,4.5
U0662,2006,Female,Sumatera Utara,Bachelor (S1)/Diploma IV,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Usaha,13934640.0,5,2.4
U0788,2008,Male,DI Yogyakarta,Senior High School,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Kripto,Pendidikan,14052684.0,2,8.2
U0835,2010,Male,Kalimantan Tengah,Senior High School,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Saham,Usaha,14087587.0,3,6.6
U0065,2005,Male,Banten,Junior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,14106497.0,1,11.1
U0616,2008,Female,Sulawesi Utara,Junior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,None,Pendidikan,14167997.0,4,9.6
U0225,2005,Male,Sulawesi Tengah,Elementary School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Emas,Konsumsi,14173209.0,3,6.0
U0645,1999,Male,Kepulauan Bangka Belitung,Elementary School,Entrepreneur,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Akulaku,> Rp3.000.000,Reksadana,Gaya,14254970.0,4,7.7
U0483,2007,Male,Banten,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Konsumsi,14283703.0,3,6.7
U0891,1999,Female,Jawa Timur,Senior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,LinkAja,Rp500.001 - Rp1.000.000,Emas,Konsumsi,14287452.0,1,8.6
U0968,2004,Male,DI Yogyakarta,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Saham,Usaha,14300909.0,1,7.7
U0641,2006,Male,Kepulauan Riau,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Saham,Konsumsi,14312141.0,3,7.4
U0262,2010,Female,Kalimantan Timur,Diploma I/II/III,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Usaha,14344072.0,5,5.9
U0946,2006,Male,Kalimantan Tengah,Junior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Pendidikan,1434814.0,2,6.5
U0472,2009,Female,Jawa Tengah,Postgraduate,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,Dana,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,14362729.0,4,7.2
U0627,2001,Male,Kepulauan Bangka Belitung,Junior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Saham,Usaha,14372512.0,4,6.2
U0447,2009,Female,Kepulauan Riau,Senior High School,Entrepreneur,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,< Rp500.000,None,Konsumsi,14392676.0,2,7.4
U0614,2003,Male,Aceh,Diploma I/II/III,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,Akulaku,< Rp500.000,None,Pendidikan,14412274.0,2,4.9
U0940,1998,Female,Kalimantan Selatan,Elementary School,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Akulaku,< Rp500.000,Reksadana,Pendidikan,14446875.0,3,3.8
U0982,2010,Female,Kalimantan Barat,Senior High School,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,None,Pendidikan,14477229.0,4,5.5
U0684,2010,Female,Kalimantan Timur,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,Rp500.001 - Rp1.000.000,Reksadana,,14500031.0,1,5.4
U0821,2001,Female,Maluku,Bachelor (S1)/Diploma IV,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Saham,Konsumsi,14555062.0,3,2.1
U0972,2010,Female,Maluku Utara,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,LinkAja,< Rp500.000,Saham,Konsumsi,14566225.0,2,4.3
U0057,2010,Male,Maluku Utara,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,N/A,N/A,Surplus,Dana,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,14633059.0,4,6.0
U0850,2008,Female,Jambi,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Usaha,14656763.0,2,0.5
U0925,2010,Male,Kalimantan Selatan,Senior High School,Others,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,LinkAja,> Rp3.000.000,Reksadana,Pendidikan,14669397.0,3,7.2
U0049,2011,Female,Nusa Tenggara Timur,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,Rp500.001 - Rp1.000.000,Saham,Konsumsi,14684940.0,2,2.8
U0732,2008,Female,Bengkulu,Senior High School,Others,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,Dana,< Rp500.000,Kripto,Gaya,14691351.0,5,7.1
U0897,2008,Male,Sumatera Barat,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,< Rp500.000,Kripto,Usaha,14750673.0,5,6.8
U0433,2006,Female,Sulawesi Tenggara,Postgraduate,Entrepreneur,N/A,N/A,> Rp15.000.000,>15jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Emas,Konsumsi,14782774.0,2,8.9
U0063,2010,Female,Bali,Bachelor (S1)/Diploma IV,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Kredivo,< Rp500.000,Kripto,Usaha,14790924.0,4,10.6
U0031,1997,Female,Kepulauan Bangka Belitung,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,Kripto,Pendidikan,14854489.0,1,1.8
U0265,1997,Female,Kepulauan Bangka Belitung,Diploma I/II/III,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,Dana,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,14864430.0,3,4.6
U0814,1997,Female,Jawa Timur,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Emas,Konsumsi,14875475.0,4,9.4
U0970,1997,Male,Banten,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,> Rp3.000.000,Emas,Konsumsi,1488807.0,2,8.0
U0239,2012,Female,Papua Barat,Junior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,14890091.0,4,4.0
U0408,2010,Male,Nusa Tenggara Barat,Senior High School,Others,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp1.000.001 - Rp3.000.000,,Konsumsi,14897197.0,4,7.4
U0108,2009,Female,Papua Selatan,Bachelor (S1)/Diploma IV,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,< Rp500.000,Emas,Konsumsi,14952475.0,3,3.9
U0519,2002,Female,Jambi,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,< Rp500.000,Emas,Pendidikan,1500778.0,1,8.6
U0823,2008,Male,Papua Barat Daya,Diploma I/II/III,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,< Rp500.000,Saham,Konsumsi,15046239.0,3,4.6
U0979,2011,Male,Sumatera Selatan,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,15047097.0,4,10.0
U0139,2006,Male,Jawa Barat,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Saham,Usaha,15071551.0,5,3.6
U0190,2009,Male,Sulawesi Selatan,Diploma I/II/III,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,OVO,< Rp500.000,Saham,Konsumsi,1508882.0,5,5.7
U0489,2004,Female,Sulawesi Tengah,Senior High School,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,15227316.0,1,7.4
U0095,2001,Female,Sulawesi Selatan,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Emas,Pendidikan,15265898.0,2,4.2
U0163,2003,Female,Papua Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Saham,Gaya,15301713.0,3,10.0
U0030,2010,Male,Kalimantan Barat,Diploma I/II/III,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Gaya,15308369.0,1,6.8
U0323,2011,Female,Jawa Timur,Diploma I/II/III,Entrepreneur,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Konsumsi,15312736.0,3,12.5
U0280,2006,Female,Papua Barat Daya,Junior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,GoPay,Rp500.001 - Rp1.000.000,Emas,Konsumsi,15341144.0,3,10.9
U0151,2009,Female,Papua,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp2.000.001 - Rp4.000.000,2-4jt,Surplus,Dana,< Rp500.000,Emas,Konsumsi,15345448.0,2,1.0
U0981,2001,Male,Maluku Utara,Senior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Pendidikan,15370155.0,5,8.4
U0874,2011,Male,Riau,Senior High School,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp1.000.001 - Rp3.000.000,None,Pendidikan,15414920.0,4,6.8
U0081,2010,Female,Maluku Utara,Elementary School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Saham,Konsumsi,15470770.0,5,6.9
U0497,2008,Female,Jawa Tengah,Senior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Gaya,15532754.0,2,2.9
U0025,2012,Male,Kepulauan Bangka Belitung,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Kripto,Konsumsi,15549132.0,3,5.3
U0999,1998,Female,Papua Pegunungan,Senior High School,Private Employee,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,ShopeePay,> Rp3.000.000,Reksadana,Gaya,15570993.0,1,6.1
U0131,2009,Male,Kalimantan Utara,Senior High School,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Reksadana,Pendidikan,15632898.0,2,10.8
U0802,2009,Male,Lampung,Bachelor (S1)/Diploma IV,Not Working,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Gaya,15691997.0,3,8.2
U0767,2009,Female,Riau,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Dana,< Rp500.000,Emas,Konsumsi,15697260.0,5,2.0
U0808,2001,Female,Maluku Utara,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp1.000.001 - Rp3.000.000,Emas,Gaya,15708735.0,1,3.4
U0995,2009,Male,Sulawesi Selatan,Junior High School,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Dana,> Rp3.000.000,Emas,Gaya,15773729.0,3,4.0
U0153,2009,Male,Kalimantan Selatan,Diploma I/II/III,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,LinkAja,Rp500.001 - Rp1.000.000,Reksadana,Usaha,15774672.0,1,8.6
U0951,1999,Female,Aceh,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Dana,Rp500.001 - Rp1.000.000,Kripto,Konsumsi,15797782.0,2,5.0
U0639,2012,Male,Maluku Utara,Postgraduate,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,15859488.0,4,6.3
U0912,2011,Male,Kalimantan Barat,Elementary School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,None,Konsumsi,1587381.0,4,3.8
U0018,2007,Female,Kalimantan Timur,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Kredivo,< Rp500.000,Saham,Konsumsi,15925040.0,3,9.5
U0640,2012,Male,Maluku,Diploma I/II/III,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,LinkAja,< Rp500.000,Kripto,Konsumsi,15963249.0,5,4.8
U0283,2007,Male,Papua Tengah,Senior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Emas,Konsumsi,15974878.0,3,9.2
U0357,2011,Male,DI Yogyakarta,Bachelor (S1)/Diploma IV,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Dana,Rp500.001 - Rp1.000.000,Emas,Konsumsi,15975008.0,1,5.6
U0624,2012,Male,Nusa Tenggara Timur,Bachelor (S1)/Diploma IV,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Emas,Usaha,16054863.0,1,10.5
U0465,2012,Female,Lampung,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,Rp1.000.001 - Rp3.000.000,Emas,Usaha,16108476.0,1,4.1
U0633,2008,Female,Nusa Tenggara Barat,Elementary School,Civil Servant/BUMN,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Akulaku,Rp1.000.001 - Rp3.000.000,,Konsumsi,16135118.0,5,6.4
U0306,2011,Female,Sulawesi Tenggara,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Dana,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,16156150.0,4,8.5
U0785,2008,Male,Maluku Utara,Bachelor (S1)/Diploma IV,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,OVO,Rp1.000.001 - Rp3.000.000,None,Usaha,16180246.0,3,1.6
U0682,2012,Male,Bengkulu,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Emas,Konsumsi,16211894.0,2,8.5
U0522,2012,Male,Nusa Tenggara Barat,Junior High School,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,OVO,Rp1.000.001 - Rp3.000.000,Emas,Usaha,16233161.0,1,6.0
U0521,1998,Female,Kalimantan Barat,Diploma I/II/III,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Dana,Rp500.001 - Rp1.000.000,Kripto,Gaya,16235042.0,1,3.9
U0073,1998,Male,Bengkulu,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,> Rp3.000.000,Saham,Gaya,16257040.0,5,5.8
U0300,2009,Male,Maluku Utara,Senior High School,Entrepreneur,> Rp15.000.000,>15jt,N/A,N/A,Surplus,Kredivo,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,16260206.0,2,6.8
U0607,1998,Male,Papua Tengah,Elementary School,Entrepreneur,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,GoPay,> Rp3.000.000,Reksadana,Konsumsi,1630127.0,4,5.0
U0430,2011,Male,DI Yogyakarta,Bachelor (S1)/Diploma IV,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,> Rp3.000.000,None,Pendidikan,16302898.0,4,5.2
U0632,2003,Female,Banten,Diploma I/II/III,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,> Rp3.000.000,Emas,Konsumsi,16327633.0,3,7.1
U0702,2005,Male,Papua Tengah,Postgraduate,Private Employee,< Rp2.000.000,<2jt,N/A,N/A,Surplus,ShopeePay,Rp500.001 - Rp1.000.000,Reksadana,Gaya,16363045.0,1,8.1
U0322,2000,Female,Gorontalo,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,< Rp500.000,Kripto,,16367526.0,2,6.0
U0238,2005,Male,Gorontalo,Senior High School,Others,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Konsumsi,16381023.0,3,8.1
U0259,1998,Female,Lampung,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,None,Pendidikan,16410371.0,5,5.9
U0694,2000,Male,Kalimantan Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Kripto,Usaha,16411212.0,2,11.2
U0499,2004,Female,Sulawesi Tenggara,Postgraduate,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Akulaku,Rp1.000.001 - Rp3.000.000,Kripto,Gaya,16439965.0,3,7.3
U0550,2008,Female,Banten,Junior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,LinkAja,> Rp3.000.000,Saham,Pendidikan,16446856.0,2,3.9
U0769,2004,Male,Sumatera Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,> Rp3.000.000,Reksadana,Pendidikan,16467844.0,1,5.9
U0915,2005,Female,Papua Barat Daya,Senior High School,Others,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Gaya,1647407.0,2,4.3
U0254,1999,Male,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Saham,Konsumsi,16516792.0,4,6.9
U0398,2002,Male,Jawa Barat,Elementary School,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Konsumsi,16548180.0,1,18.5
U0506,2004,Male,Kalimantan Barat,Junior High School,Private Employee,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,OVO,Rp500.001 - Rp1.000.000,Saham,Pendidikan,16557419.0,5,7.4
U0875,2009,Male,Nusa Tenggara Barat,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Emas,Pendidikan,16596865.0,3,9.5
U0888,2002,Male,Jawa Tengah,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Reksadana,Konsumsi,16613052.0,5,2.1
U0918,2007,Female,Kalimantan Utara,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,< Rp500.000,Saham,Gaya,16622067.0,3,8.0
U0579,2007,Male,Nusa Tenggara Barat,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,LinkAja,< Rp500.000,Emas,Konsumsi,16635277.0,4,8.4
U0466,1998,Male,Kalimantan Timur,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,N/A,N/A,Surplus,ShopeePay,Rp1.000.001 - Rp3.000.000,,Konsumsi,1663842.0,5,8.0
U0642,2011,Male,Sulawesi Barat,Junior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,> Rp3.000.000,Saham,Konsumsi,1668964.0,4,7.9
U0165,2000,Male,Kalimantan Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Kripto,Konsumsi,16696494.0,2,7.3
U0865,2012,Male,Papua Barat Daya,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Pendidikan,1669715.0,1,8.7
